"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"complete system",35.620,3,77,46.162,0.324
"die apple-tv-set-top-box",31.770,2,0,30.775,0.000
"bestimmten daten",31.770,2,0,30.775,0.000
"den daten",31.770,2,0,30.775,0.000
"vier freiheiten",31.770,2,0,30.775,0.000
"und italien",31.770,2,0,30.775,0.000
"die java-plattform",31.770,2,0,30.775,0.000
"alternativen konzepten",31.770,2,0,30.775,0.000
"kostenlose x",31.770,2,0,30.775,0.000
"und kostenlose x",31.770,2,0,30.775,0.000
"davon abgeleiteten",31.770,2,0,30.775,0.000
"und davon abgeleiteten",31.770,2,0,30.775,0.000
"bisher vor allem",31.770,2,0,30.775,0.000
"die sich vor allem",31.770,2,0,30.775,0.000
"die vor allem",31.770,2,0,30.775,0.000
"sich vor allem",31.770,2,0,30.775,0.000
"eine alternative",31.770,2,0,30.775,0.000
"den anderen",31.770,2,0,30.775,0.000
"art anzufertigen",31.770,2,0,30.775,0.000
"den beiden",31.770,2,0,30.775,0.000
"wie beispielsweise",31.770,2,0,30.775,0.000
"die beste",31.770,2,0,30.775,0.000
"telefonanlage bietet",31.770,2,0,30.775,0.000
"virtual book burning",31.770,2,0,30.775,0.000
"share clipboard",31.770,2,0,30.775,0.000
"surveillance code",31.770,2,0,30.775,0.000
"irish computer",31.770,2,0,30.775,0.000
"die dafür",31.770,2,0,30.775,0.000
"non-profit-zuhause und die dafür",31.770,2,0,30.775,0.000
"und die dafür",31.770,2,0,30.775,0.000
"hat den",31.770,2,0,30.775,0.000
"ich den",31.770,2,0,30.775,0.000
"anderem die",31.770,2,0,30.775,0.000
"beschreibt die",31.770,2,0,30.775,0.000
"darunter die",31.770,2,0,30.775,0.000
"insbesondere die",31.770,2,0,30.775,0.000
"non-profit-zuhause und die",31.770,2,0,30.775,0.000
"nur die",31.770,2,0,30.775,0.000
"verbietet die",31.770,2,0,30.775,0.000
"offen dokumentierter",31.770,2,0,30.775,0.000
"dass ein",31.770,2,0,30.775,0.000
"nennt sich ein",31.770,2,0,30.775,0.000
"openmosix war ein",31.770,2,0,30.775,0.000
"sich ein",31.770,2,0,30.775,0.000
"um ein",31.770,2,0,30.775,0.000
"bezeichnet man eine",31.770,2,0,30.775,0.000
"bietet eine",31.770,2,0,30.775,0.000
"man eine",31.770,2,0,30.775,0.000
"oder eine",31.770,2,0,30.775,0.000
"wird eine",31.770,2,0,30.775,0.000
"vor einem",31.770,2,0,30.775,0.000
"wurden einige",31.770,2,0,30.775,0.000
"den englischen",31.770,2,0,30.775,0.000
"rdesktop erlaubt",31.770,2,0,30.775,0.000
"vegan summer festival",31.770,2,0,30.775,0.000
"die freedom",31.770,2,0,30.775,0.000
"eine frei",31.770,2,0,30.775,0.000
"und freie",31.770,2,0,30.775,0.000
"die freien",31.770,2,0,30.775,0.000
"ein freier",31.770,2,0,30.775,0.000
"den frühen",31.770,2,0,30.775,0.000
"malicious software functionality",31.770,2,0,30.775,0.000
"oder gar",31.770,2,0,30.775,0.000
"unabhängige und gemeinnützige",31.770,2,0,30.775,0.000
"und gemeinnützige",31.770,2,0,30.775,0.000
"eine gemeinsam",31.770,2,0,30.775,0.000
"solche genehmigt",31.770,2,0,30.775,0.000
"geändert und genutzt",31.770,2,0,30.775,0.000
"eine geräteunabhängige",31.770,2,0,30.775,0.000
"die gesamte",31.770,2,0,30.775,0.000
"eine gewöhnliche",31.770,2,0,30.775,0.000
"die gnome",31.770,2,0,30.775,0.000
"maintaining free gnu",31.770,2,0,30.775,0.000
"sehr große",31.770,2,0,30.775,0.000
"die größte",31.770,2,0,30.775,0.000
"tun haben",31.770,2,0,30.775,0.000
"3d-grafik heranzuzoomen",31.770,2,0,30.775,0.000
"die idinger",31.770,2,0,30.775,0.000
"ipod und iphone",31.770,2,0,30.775,0.000
"und iphone",31.770,2,0,30.775,0.000
"und ihre",31.770,2,0,30.775,0.000
"die die installation",31.770,2,0,30.775,0.000
"eine internationale",31.770,2,0,30.775,0.000
"und jeder",31.770,2,0,30.775,0.000
"den kanadischen",31.770,2,0,30.775,0.000
"noch keine",31.770,2,0,30.775,0.000
"eine kompakter",31.770,2,0,30.775,0.000
"und kostenlose",31.770,2,0,30.775,0.000
"die letzte",31.770,2,0,30.775,0.000
"und nachvollziehbar",31.770,2,0,30.775,0.000
"eine neue",31.770,2,0,30.775,0.000
"oder neue",31.770,2,0,30.775,0.000
"um neue",31.770,2,0,30.775,0.000
"wird nur",31.770,2,0,30.775,0.000
"die persönliche",31.770,2,0,30.775,0.000
"open source produziert",31.770,2,0,30.775,0.000
"source produziert",31.770,2,0,30.775,0.000
"und open source produziert",31.770,2,0,30.775,0.000
"die proprietären",31.770,2,0,30.775,0.000
"die quelloffene",31.770,2,0,30.775,0.000
"und schneiden",31.770,2,0,30.775,0.000
"verändern und schneiden",31.770,2,0,30.775,0.000
"nennt sich",31.770,2,0,30.775,0.000
"proset wireless software",31.770,2,0,30.775,0.000
"wireless software",31.770,2,0,30.775,0.000
"und sogenannter",31.770,2,0,30.775,0.000
"und somit",31.770,2,0,30.775,0.000
"und später",31.770,2,0,30.775,0.000
"vegan summer",31.770,2,0,30.775,0.000
"complete free system",31.770,2,0,30.775,0.000
"technoethical team",31.770,2,0,30.775,0.000
"tendency of proprietary software",31.770,2,0,30.775,0.000
"3d-grafik heranzuzoomen und",31.770,2,0,30.775,0.000
"basiskonzepte und",31.770,2,0,30.775,0.000
"die freien und",31.770,2,0,30.775,0.000
"die idinger und",31.770,2,0,30.775,0.000
"entwickelt und",31.770,2,0,30.775,0.000
"freien und",31.770,2,0,30.775,0.000
"geändert und",31.770,2,0,30.775,0.000
"heranzuzoomen und",31.770,2,0,30.775,0.000
"idinger und",31.770,2,0,30.775,0.000
"ipod und",31.770,2,0,30.775,0.000
"lizenziert und",31.770,2,0,30.775,0.000
"non-profit-zuhause und",31.770,2,0,30.775,0.000
"open source und",31.770,2,0,30.775,0.000
"sind und",31.770,2,0,30.775,0.000
"unabhängige und",31.770,2,0,30.775,0.000
"verändern und",31.770,2,0,30.775,0.000
"die untere",31.770,2,0,30.775,0.000
"die unterschiedliche",31.770,2,0,30.775,0.000
"weit verbreitet",31.770,2,0,30.775,0.000
"weit verbreitete",31.770,2,0,30.775,0.000
"und vereinzelt",31.770,2,0,30.775,0.000
"eine frei verfügbare",31.770,2,0,30.775,0.000
"frei verfügbare",31.770,2,0,30.775,0.000
"die verhindern",31.770,2,0,30.775,0.000
"sind vertraulich",31.770,2,0,30.775,0.000
"und verwaltet",31.770,2,0,30.775,0.000
"sind viele",31.770,2,0,30.775,0.000
"eine virtuelle",31.770,2,0,30.775,0.000
"eine gemeinsam vom",31.770,2,0,30.775,0.000
"eine vom",31.770,2,0,30.775,0.000
"gemeinsam vom",31.770,2,0,30.775,0.000
"bisher vor",31.770,2,0,30.775,0.000
"die sich vor",31.770,2,0,30.775,0.000
"die vor",31.770,2,0,30.775,0.000
"sich vor",31.770,2,0,30.775,0.000
"openmosix war",31.770,2,0,30.775,0.000
"tätig war",31.770,2,0,30.775,0.000
"und wieder",31.770,2,0,30.775,0.000
"angeboten wird",31.770,2,0,30.775,0.000
"ausgeführt wird",31.770,2,0,30.775,0.000
"getragen wird",31.770,2,0,30.775,0.000
"hergestellt wird",31.770,2,0,30.775,0.000
"installiert wird",31.770,2,0,30.775,0.000
"open source produziert wird",31.770,2,0,30.775,0.000
"produziert wird",31.770,2,0,30.775,0.000
"source produziert wird",31.770,2,0,30.775,0.000
"und open source produziert wird",31.770,2,0,30.775,0.000
"verwaltet wird",31.770,2,0,30.775,0.000
"proset wireless",31.770,2,0,30.775,0.000
"bekannt wurde",31.770,2,0,30.775,0.000
"genehmigt wurde",31.770,2,0,30.775,0.000
"solche genehmigt wurde",31.770,2,0,30.775,0.000
"verfasst wurde",31.770,2,0,30.775,0.000
"zwischen den",31.650,2,1,30.775,0.004
"hard g",31.650,2,1,30.775,0.004
"global monopoly",31.650,2,1,30.775,0.004
"dass sie",31.650,2,1,30.775,0.004
"libre software",31.650,2,1,30.775,0.004
"malicious treatment",31.650,2,1,30.775,0.004
"sind sie",31.520,2,2,30.775,0.008
"usual version",31.400,2,3,30.775,0.013
"hard business",31.120,2,5,30.775,0.021
"free culture movement",31.120,2,5,30.775,0.021
"benevolent dictator",30.760,2,8,30.775,0.034
"software functionality",30.640,2,9,30.775,0.038
"book burning",30.030,2,14,30.775,0.059
"street festival",29.780,2,16,30.775,0.067
"first slide",29.780,2,16,30.775,0.067
"culture movement",29.670,2,17,30.775,0.072
"initial announcement",29.450,2,19,30.775,0.080
"information booth",29.450,2,19,30.775,0.080
"virtual book",29.310,2,20,30.775,0.084
"summer festival",28.750,2,25,30.775,0.105
"handy way",28.120,2,31,30.775,0.130
"terrorist act",28.020,2,32,30.775,0.135
"recreation area",27.610,2,36,30.775,0.151
"shopping street",27.510,2,37,30.775,0.156
"open content",27.200,2,40,30.775,0.168
"open source movement",27.110,2,41,30.775,0.173
"source movement",26.930,2,43,30.775,0.181
"open source code",26.540,2,47,30.775,0.198
"open innovation",25.980,2,53,30.775,0.223
"good defense",25.640,2,57,30.775,0.240
"social problem",24.160,2,75,30.775,0.316
"other project",22.990,2,91,30.775,0.383
"long series",21.600,2,112,30.775,0.471
"free content",21.240,2,118,30.775,0.497
"operating system",21.020,16,2557,246.199,10.760
"animal welfare",20.320,3,314,46.162,1.321
"free version",20.030,3,322,46.162,1.355
"new hardware",19.590,2,148,30.775,0.623
"source code",19.460,9,1466,138.487,6.169
"prior knowledge",17.580,2,192,30.775,0.808
"city center",16.980,2,207,30.775,0.871
"kurz asm",16.390,1,0,15.387,0.000
"oder kurz asm",16.390,1,0,15.387,0.000
"abgestimmte abhängigkeiten",16.390,1,0,15.387,0.000
"davon sind verstärkte abhängigkeiten",16.390,1,0,15.387,0.000
"fein abgestimmte abhängigkeiten",16.390,1,0,15.387,0.000
"hierfür sind fein abgestimmte abhängigkeiten",16.390,1,0,15.387,0.000
"sind fein abgestimmte abhängigkeiten",16.390,1,0,15.387,0.000
"sind verstärkte abhängigkeiten",16.390,1,0,15.387,0.000
"verstärkte abhängigkeiten",16.390,1,0,15.387,0.000
"source applikation",16.390,1,0,15.387,0.000
"andere arbeiten",16.390,1,0,15.387,0.000
"und andere arbeiten",16.390,1,0,15.387,0.000
"verlustbehafteten audiodatenkompression",16.390,1,0,15.387,0.000
"populärwissenschaftlicher autor",16.390,1,0,15.387,0.000
"und autor",16.390,1,0,15.387,0.000
"und populärwissenschaftlicher autor",16.390,1,0,15.387,0.000
"entschließungsanträge b",16.390,1,0,15.387,0.000
"die bewertungsfunktion",16.390,1,0,15.387,0.000
"net-programmiersprachen c",16.390,1,0,15.387,0.000
"eine einzige cd",16.390,1,0,15.387,0.000
"einzige cd",16.390,1,0,15.387,0.000
"genügt eine einzige cd",16.390,1,0,15.387,0.000
"und closed-source",16.390,1,0,15.387,0.000
"source und crowdsourcing",16.390,1,0,15.387,0.000
"und crowdsourcing",16.390,1,0,15.387,0.000
"eine customer-relationship-management",16.390,1,0,15.387,0.000
"kurz diy",16.390,1,0,15.387,0.000
"und dna",16.390,1,0,15.387,0.000
"bespitzelt und drm",16.390,1,0,15.387,0.000
"und drm",16.390,1,0,15.387,0.000
"gespeicherten daten",16.390,1,0,15.387,0.000
"private daten",16.390,1,0,15.387,0.000
"um daten",16.390,1,0,15.387,0.000
"und daten",16.390,1,0,15.387,0.000
"den debian-server",16.390,1,0,15.387,0.000
"rund um e-government",16.390,1,0,15.387,0.000
"um e-government",16.390,1,0,15.387,0.000
"und eingangsseite",16.390,1,0,15.387,0.000
"den spielerischen einstieg",16.390,1,0,15.387,0.000
"die den spielerischen einstieg",16.390,1,0,15.387,0.000
"spielerischen einstieg",16.390,1,0,15.387,0.000
"und erziehungssektor",16.390,1,0,15.387,0.000
"specially-designed exacta",16.390,1,0,15.387,0.000
"eine extreme fenstergröße",16.390,1,0,15.387,0.000
"extreme fenstergröße",16.390,1,0,15.387,0.000
"verbreitete festplatten-set-top-box",16.390,1,0,15.387,0.000
"und filmwissenschaft",16.390,1,0,15.387,0.000
"den vier freiheiten",16.390,1,0,15.387,0.000
"beispielhaften freundlichkeit",16.390,1,0,15.387,0.000
"seiner beispielhaften freundlichkeit",16.390,1,0,15.387,0.000
"interpreter ghostscript",16.390,1,0,15.387,0.000
"postscript interpreter ghostscript",16.390,1,0,15.387,0.000
"höher und identifikation",16.390,1,0,15.387,0.000
"meist höher und identifikation",16.390,1,0,15.387,0.000
"und identifikation",16.390,1,0,15.387,0.000
"und informationsmanagementlösungen",16.390,1,0,15.387,0.000
"und infrastruktur-management",16.390,1,0,15.387,0.000
"integreat integreat",16.390,1,0,15.387,0.000
"logo integreat",16.390,1,0,15.387,0.000
"logo integreat integreat",16.390,1,0,15.387,0.000
"sind internet-lesezeichen",16.390,1,0,15.387,0.000
"und javascript",16.390,1,0,15.387,0.000
"seine karriere",16.390,1,0,15.387,0.000
"den open source kontext",16.390,1,0,15.387,0.000
"open source kontext",16.390,1,0,15.387,0.000
"source kontext",16.390,1,0,15.387,0.000
"community libreplanet",16.390,1,0,15.387,0.000
"free software community libreplanet",16.390,1,0,15.387,0.000
"software community libreplanet",16.390,1,0,15.387,0.000
"erste umfassende linux-distribution",16.390,1,0,15.387,0.000
"umfassende linux-distribution",16.390,1,0,15.387,0.000
"eine suboptimale lösung",16.390,1,0,15.387,0.000
"suboptimale lösung",16.390,1,0,15.387,0.000
"um metadaten",16.390,1,0,15.387,0.000
"und netscape",16.390,1,0,15.387,0.000
"verteilte netzwerkdateisysteme",16.390,1,0,15.387,0.000
"und netzwerksicherheit",16.390,1,0,15.387,0.000
"die nordtatlantikvertrags-organisation",16.390,1,0,15.387,0.000
"und open-source-zeitschrift",16.390,1,0,15.387,0.000
"verbundener pc",16.390,1,0,15.387,0.000
"making pdf",16.390,1,0,15.387,0.000
"betreuten paketen",16.390,1,0,15.387,0.000
"den paketen",16.390,1,0,15.387,0.000
"zwischen den paketen",16.390,1,0,15.387,0.000
"und partizipation",16.390,1,0,15.387,0.000
"die platzhalter",16.390,1,0,15.387,0.000
"andere techische probleme",16.390,1,0,15.387,0.000
"einige ernste andere techische probleme",16.390,1,0,15.387,0.000
"ernste andere techische probleme",16.390,1,0,15.387,0.000
"techische probleme",16.390,1,0,15.387,0.000
"und programmierer",16.390,1,0,15.387,0.000
"früherer projektname",16.390,1,0,15.387,0.000
"den wesentlichen punkten",16.390,1,0,15.387,0.000
"einigen punkten",16.390,1,0,15.387,0.000
"sehr wenigen punkten",16.390,1,0,15.387,0.000
"wenigen punkten",16.390,1,0,15.387,0.000
"wesentlichen punkten",16.390,1,0,15.387,0.000
"arglistigen quellcode",16.390,1,0,15.387,0.000
"freier quelltext",16.390,1,0,15.387,0.000
"und r",16.390,1,0,15.387,0.000
"räumlicher rasterdaten",16.390,1,0,15.387,0.000
"die keine rechnerexperten",16.390,1,0,15.387,0.000
"keine rechnerexperten",16.390,1,0,15.387,0.000
"unserer redaktion",16.390,1,0,15.387,0.000
"bereit sind",16.390,1,0,15.387,0.000
"ch sind",16.390,1,0,15.387,0.000
"dabei sind",16.390,1,0,15.387,0.000
"davon sind",16.390,1,0,15.387,0.000
"gleichermaßen sind",16.390,1,0,15.387,0.000
"hierfür sind",16.390,1,0,15.387,0.000
"installierbar sind",16.390,1,0,15.387,0.000
"nötig sind",16.390,1,0,15.387,0.000
"schon dabei sind",16.390,1,0,15.387,0.000
"und sind",16.390,1,0,15.387,0.000
"verfügbar sind",16.390,1,0,15.387,0.000
"und software-entwicklungsinitiative",16.390,1,0,15.387,0.000
"und systemadministration",16.390,1,0,15.387,0.000
"nachinstalliertem tcp",16.390,1,0,15.387,0.000
"und tcp",16.390,1,0,15.387,0.000
"alleinige unix-spezifikation",16.390,1,0,15.387,0.000
"good url",16.390,1,1,15.387,0.004
"allem universitäten",16.390,1,0,15.387,0.000
"und universitäten",16.390,1,0,15.387,0.000
"vor allem universitäten",16.390,1,0,15.387,0.000
"system v",16.390,1,3,15.387,0.013
"geöffneten webseite",16.390,1,0,15.387,0.000
"mittelgroße webseiten",16.390,1,0,15.387,0.000
"zweiter weltraumtourist",16.390,1,0,15.387,0.000
"die wissenschaft",16.390,1,0,15.387,0.000
"default x",16.390,1,0,15.387,0.000
"die xbox",16.390,1,0,15.387,0.000
"und zuständigkeiten",16.390,1,0,15.387,0.000
"verantwortlichkeiten und zuständigkeiten",16.390,1,0,15.387,0.000
"wird abgelehnt",16.390,1,0,15.387,0.000
"alle abgeleiteten",16.390,1,0,15.387,0.000
"aufeinander abgestimmt",16.390,1,0,15.387,0.000
"fein abgestimmte",16.390,1,0,15.387,0.000
"hierfür sind fein abgestimmte",16.390,1,0,15.387,0.000
"sind fein abgestimmte",16.390,1,0,15.387,0.000
"die absolut",16.390,1,0,15.387,0.000
"installation nur die absolut",16.390,1,0,15.387,0.000
"nur die absolut",16.390,1,0,15.387,0.000
"anzeigt und abspielt",16.390,1,0,15.387,0.000
"und abspielt",16.390,1,0,15.387,0.000
"plattformübergreifend abstrahiert",16.390,1,0,15.387,0.000
"daran abtreten",16.390,1,0,15.387,0.000
"ac97 abzulösen",16.390,1,0,15.387,0.000
"crisis action",16.390,1,0,15.387,0.000
"stellte crisis action",16.390,1,0,15.387,0.000
"caddy adapter",16.390,1,0,15.387,0.000
"remote administriert",16.390,1,0,15.387,0.000
"encouraging advocacy",16.390,1,0,15.387,0.000
"wurde aktualisiert",16.390,1,0,15.387,0.000
"die soeben aktualisierten",16.390,1,0,15.387,0.000
"soeben aktualisierten",16.390,1,0,15.387,0.000
"die aktuell",16.390,1,0,15.387,0.000
"und aktuell",16.390,1,0,15.387,0.000
"inzwischen vor allem",16.390,1,0,15.387,0.000
"selten und vor allem",16.390,1,0,15.387,0.000
"und vor allem",16.390,1,0,15.387,0.000
"eine allgemein",16.390,1,0,15.387,0.000
"welche eine allgemein",16.390,1,0,15.387,0.000
"ein amerikanisches",16.390,1,0,15.387,0.000
"war ein amerikanisches",16.390,1,0,15.387,0.000
"dafür anbieten",16.390,1,0,15.387,0.000
"zweckmäßigerweise anbieten",16.390,1,0,15.387,0.000
"eine andere",16.390,1,0,15.387,0.000
"einige ernste andere",16.390,1,0,15.387,0.000
"ernste andere",16.390,1,0,15.387,0.000
"mehrere andere",16.390,1,0,15.387,0.000
"oder mehrere andere",16.390,1,0,15.387,0.000
"sowie einige ernste andere",16.390,1,0,15.387,0.000
"stärken andere",16.390,1,0,15.387,0.000
"ci andrò",16.390,1,0,15.387,0.000
"hochwertig anerkannt",16.390,1,0,15.387,0.000
"man anfing",16.390,1,0,15.387,0.000
"und man anfing",16.390,1,0,15.387,0.000
"die angebotene",16.390,1,0,15.387,0.000
"manchmal wird angefragt",16.390,1,0,15.387,0.000
"wird angefragt",16.390,1,0,15.387,0.000
"wurden angeregt",16.390,1,0,15.387,0.000
"nur ans",16.390,1,0,15.387,0.000
"und appelliert",16.390,1,0,15.387,0.000
"cute nonfree application",16.390,1,0,15.387,0.000
"free software application",16.390,1,0,15.387,0.000
"nonfree application",16.390,1,0,15.387,0.000
"procedure approvate",16.390,1,0,15.387,0.000
"electronic journal archive",16.390,1,0,15.387,0.000
"big recreation area",16.390,1,0,15.387,0.000
"die arithmetische",16.390,1,0,15.387,0.000
"german non-profit association",16.390,1,0,15.387,0.000
"teilweise attribute",16.390,1,0,15.387,0.000
"gilt auch",16.390,1,0,15.387,0.000
"sind auch",16.390,1,0,15.387,0.000
"und auch",16.390,1,0,15.387,0.000
"wurde auch",16.390,1,0,15.387,0.000
"eine extreme fenstergröße auffällt",16.390,1,0,15.387,0.000
"extreme fenstergröße auffällt",16.390,1,0,15.387,0.000
"fenstergröße auffällt",16.390,1,0,15.387,0.000
"konsistenten und aufgeräumten",16.390,1,0,15.387,0.000
"und aufgeräumten",16.390,1,0,15.387,0.000
"und aufzuführen",16.390,1,0,15.387,0.000
"genügend ausgebildetem",16.390,1,0,15.387,0.000
"und ausgeführt",16.390,1,0,15.387,0.000
"davon ausgehen",16.390,1,0,15.387,0.000
"untereinander auszutauschen",16.390,1,0,15.387,0.000
"die automatische",16.390,1,0,15.387,0.000
"approvate dalle competenti autorità",16.390,1,0,15.387,0.000
"competenti autorità",16.390,1,0,15.387,0.000
"dalle competenti autorità",16.390,1,0,15.387,0.000
"procedure approvate dalle competenti autorità",16.390,1,0,15.387,0.000
"universal remote back",16.390,1,0,15.387,0.000
"friendly backbone",16.390,1,0,15.387,0.000
"englischen und bedeutet",16.390,1,0,15.387,0.000
"und bedeutet",16.390,1,0,15.387,0.000
"nicht befürwortet",16.390,1,0,15.387,0.000
"source nicht befürwortet",16.390,1,0,15.387,0.000
"net beinhaltet",16.390,1,0,15.387,0.000
"seiner beispielhaften",16.390,1,0,15.387,0.000
"bedeutet beispielsweise",16.390,1,0,15.387,0.000
"unterliegen beispielsweise",16.390,1,0,15.387,0.000
"international bekannt",16.390,1,0,15.387,0.000
"weltweit bekannt",16.390,1,0,15.387,0.000
"nicht oder noch nie benutzt",16.390,1,0,15.387,0.000
"nie benutzt",16.390,1,0,15.387,0.000
"noch nie benutzt",16.390,1,0,15.387,0.000
"oder noch nie benutzt",16.390,1,0,15.387,0.000
"und benutzt",16.390,1,0,15.387,0.000
"tatsächlich benötigt",16.390,1,0,15.387,0.000
"wird tatsächlich benötigt",16.390,1,0,15.387,0.000
"den benötigten",16.390,1,0,15.387,0.000
"erziehungssektor bereit",16.390,1,0,15.387,0.000
"und erziehungssektor bereit",16.390,1,0,15.387,0.000
"umfassend beschrieben",16.390,1,0,15.387,0.000
"die bespitzeln",16.390,1,0,15.387,0.000
