"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"neue Lizenz",50.000,4,32,55.896,0.138
"eigenes Bedürfnis",47.650,12,588,167.689,2.540
"zusätzliche Bedingung",46.980,4,49,55.896,0.212
"gesellschaftliche Akzeptanz",46.690,5,120,69.870,0.518
"männliche Form",45.520,4,58,55.896,0.251
"freie Rede",44.000,4,68,55.896,0.294
"urheberrechtlicher Schutz",43.700,4,70,55.896,0.302
"Gnu Ada",42.920,3,0,41.922,0.000
"Definition der Osi",42.920,3,0,41.922,0.000
"früher Entwickler",42.920,3,0,41.922,0.000
"Freiheit der Kontrolle",42.920,3,0,41.922,0.000
"Lizenzierung der Serversoftware",42.920,3,0,41.922,0.000
"Vendor Lock-in",42.920,3,0,41.922,0.000
"professionelles Multimedia-format",42.920,3,0,41.922,0.000
"freier Quellcode",42.920,3,0,41.922,0.000
"freie kommerzielle Software",42.920,3,0,41.922,0.000
"freiheitsgewährende Software",42.920,3,0,41.922,0.000
"proprietäre Softwarefirma",42.920,3,0,41.922,0.000
"proprietäres Softwareprodukt",42.920,3,0,41.922,0.000
"direkte Transformation",42.920,3,0,41.922,0.000
"akademische Us-einrichtung",42.920,3,0,41.922,0.000
"eigene geänderte Version",42.920,3,0,41.922,0.000
"Zugänglichkeit des Quellcodes",42.920,3,0,41.922,0.000
"zusätzliche Beschränkung",42.750,3,1,41.922,0.004
"freier Ersatz",42.750,3,1,41.922,0.004
"freie Hardware",42.750,3,1,41.922,0.004
"Carnegie Mellon",42.750,3,1,41.922,0.004
"Freie Software",42.750,3,1,41.922,0.004
"proprietäre Erweiterung",42.580,3,2,41.922,0.009
"Gabler Wirtschaftslexikon",42.580,3,2,41.922,0.009
"zugänglicher Quellcode",42.410,3,3,41.922,0.013
"ursprüngliche Software",42.410,3,3,41.922,0.013
"soziale Entscheidung",42.200,3,4,41.922,0.017
"bestimmte Lizenz",42.200,3,4,41.922,0.017
"proprietäre Lizenz",42.200,3,4,41.922,0.017
"geschriebene Software",42.200,3,4,41.922,0.017
"kommerzielle Tätigkeit",42.200,3,4,41.922,0.017
"pädagogisches Werk",42.200,3,4,41.922,0.017
"Übersetzung des Begriffs",42.200,3,4,41.922,0.017
"kundenspezifische Software",42.040,3,5,41.922,0.022
"freie Weitergabe",42.040,3,5,41.922,0.022
"Weitergabe der Software",41.880,3,6,41.922,0.026
"Secures Boot",41.670,3,7,41.922,0.030
"eigene Änderung",41.670,3,7,41.922,0.030
"offizielle Definition",41.510,3,8,41.922,0.035
"materielles Objekt",41.510,3,8,41.922,0.035
"schlechter Ort",41.150,3,10,41.922,0.043
"modifizierte Variante",41.150,3,10,41.922,0.043
"Nutzer der Software",40.840,3,12,41.922,0.052
"soziale Solidarität",40.840,3,12,41.922,0.052
"Creative Commons",40.180,5,177,69.870,0.765
"voller Funktionsumfang",39.980,4,98,55.896,0.423
"enthaltene Information",39.750,7,344,97.819,1.486
"Anpassung der Software",39.670,3,19,41.922,0.082
"eingetragene Marke",39.390,5,185,69.870,0.799
"gebräuchlicher Begriff",39.200,3,22,41.922,0.095
"Kopie der Software",39.060,3,23,41.922,0.099
"eigener Zweck",36.420,5,219,69.870,0.946
"gute Dienstleistung",36.220,3,43,41.922,0.186
"ethische Frage",35.470,4,140,55.896,0.605
"Version der Software",34.590,3,56,41.922,0.242
"soziale Bewegung",34.530,7,431,97.819,1.862
"genaue Definition",33.640,3,64,41.922,0.277
"Nutzung der Software",33.400,3,66,41.922,0.285
"zunehmende Anzahl",31.010,3,89,41.922,0.385
"große Sorgfalt",30.980,7,507,97.819,2.190
"freie Nutzung",30.360,3,96,41.922,0.415
"praktischer Nutzen",30.040,4,207,55.896,0.894
"andere Anforderung",29.540,3,105,41.922,0.454
"praktische Frage",29.100,3,110,41.922,0.475
"Online --",28.950,2,0,27.948,0.000
"02 oss",28.950,2,0,27.948,0.000
"Hunnenbarg 17a",28.950,2,0,27.948,0.000
"1x1 des Lizenzmanagements",28.950,2,0,27.948,0.000
"freier Abspielsoftware",28.950,2,0,27.948,0.000
"Abteilung bit",28.950,2,0,27.948,0.000
"geliehenes Adjektiv",28.950,2,0,27.948,0.000
"geeignete Alias-funktion",28.950,2,0,27.948,0.000
"Anfang der Computerwelt",28.950,2,0,27.948,0.000
"Anhänger Freier Software",28.950,2,0,27.948,0.000
"Anhänger der Freien-software-bewegung",28.950,2,0,27.948,0.000
"Anmerkung des Übersetzungsteams",28.950,2,0,27.948,0.000
"Initial Announcement",28.950,2,0,27.948,0.000
"vereinender Ansatz",28.950,2,0,27.948,0.000
"Linux Anwenderhandbuch",28.950,2,0,27.948,0.000
"Copyleft Anwendung",28.950,2,0,27.948,0.000
"gute internationale Anwendung",28.950,2,0,27.948,0.000
"bestimmtes Anwendungsgebiet",28.950,2,0,27.948,0.000
"vorheriges Argument",28.950,2,0,27.948,0.000
"Art Geschriebener Werke",28.950,2,0,27.948,0.000
"Fsf Associate",28.950,2,0,27.948,0.000
"Aufgabe der Geschäftsstellenleiterin",28.950,2,0,27.948,0.000
"Aufhebung der Alten Lizenz",28.950,2,0,27.948,0.000
"Aufmerksamkeit der Jeweiligen Software",28.950,2,0,27.948,0.000
"verschwenderischer Aufwand",28.950,2,0,27.948,0.000
"staatliche Ausfuhrkontrollbestimmung",28.950,2,0,27.948,0.000
"einfaches Ausführen",28.950,2,0,27.948,0.000
"Ausführung der Einzelnen Software",28.950,2,0,27.948,0.000
"ungehinderter Austausch",28.950,2,0,27.948,0.000
"Lgpl Bsd",28.950,2,0,27.948,0.000
"Bandbreite Möglicher Beschränkungen",28.950,2,0,27.948,0.000
"Bedeutung der Al",28.950,2,0,27.948,0.000
"uneinheitliche Bedienoberfläche",28.950,2,0,27.948,0.000
"Befürworter Freier Software",28.950,2,0,27.948,0.000
"Belang der Freie-software-gemeinschaft",28.950,2,0,27.948,0.000
"Beleuchtung der Gpl",28.950,2,0,27.948,0.000
"Benutzer Freier Betriebssysteme",28.950,2,0,27.948,0.000
"Benutzer der Wichtigeren Freien Betriebssysteme",28.950,2,0,27.948,0.000
"alleiniger Benutzer",28.950,2,0,27.948,0.000
"Benutzung Freier Software",28.950,2,0,27.948,0.000
"Beschreibung der Gemachten Änderungen",28.950,2,0,27.948,0.000
"installierbares freies Betriebssystem",28.950,2,0,27.948,0.000
"unfreies Betriebssystem",28.950,2,0,27.948,0.000
"wichtiges freies Betriebssystem",28.950,2,0,27.948,0.000
"Projekt Bezahlung",28.950,2,0,27.948,0.000
"Spak Buch",28.950,2,0,27.948,0.000
"starke Business-case",28.950,2,0,27.948,0.000
"verschleierter Code",28.950,2,0,27.948,0.000
"verwundbarer Code",28.950,2,0,27.948,0.000
"kommerzieller Compiler",28.950,2,0,27.948,0.000
"Computersystem Ausgelieferten Software",28.950,2,0,27.948,0.000
"schwaches Copyleft",28.950,2,0,27.948,0.000
"vorhandenes Copylefts",28.950,2,0,27.948,0.000
"Copyright-regelung Auferlegten Beschränkungen",28.950,2,0,27.948,0.000
"allgemeine Copyright-regelung",28.950,2,0,27.948,0.000
"Copyright der Fsf",28.950,2,0,27.948,0.000
"S Copyright",28.950,2,0,27.948,0.000
"Copyrightinhaber des Hinzuzufügenden Quellcodes",28.950,2,0,27.948,0.000
"ursprünglicher Copyrightinhaber",28.950,2,0,27.948,0.000
"Datenverarbeitung der Menschen",28.950,2,0,27.948,0.000
"Design Freier Software",28.950,2,0,27.948,0.000
"Development Frameworks",28.950,2,0,27.948,0.000
"Qt Development",28.950,2,0,27.948,0.000
"bislange freie Dienstleistung",28.950,2,0,27.948,0.000
"freie Dienstleistung",28.950,2,0,27.948,0.000
"Dienstleistungsaspekt der Softwareentwicklung",28.950,2,0,27.948,0.000
"Kongressabgeordnete Edgar",28.950,2,0,27.948,0.000
"ungewöhnliches Eigentümerrecht",28.950,2,0,27.948,0.000
"Einfluss der Freien-software-bewegung",28.950,2,0,27.948,0.000
"Einführung einer Lizenzänderung",28.950,2,0,27.948,0.000
"Einhaltung der Werte",28.950,2,0,27.948,0.000
"Einschränkung Anderer Software",28.950,2,0,27.948,0.000
"Einwilligung des Instituts",28.950,2,0,27.948,0.000
"Advertising Enquiry",28.950,2,0,27.948,0.000
"Entstehung der Oss",28.950,2,0,27.948,0.000
"privater Entwickler",28.950,2,0,27.948,0.000
"Entwicklung eines Freien Betriebssystems",28.950,2,0,27.948,0.000
"darauffolgende rasante Entwicklung",28.950,2,0,27.948,0.000
"überlegenes Entwicklungsmodell",28.950,2,0,27.948,0.000
"Erweiterung der Copyright-gesetze",28.950,2,0,27.948,0.000
"Erweiterung der Kategorie",28.950,2,0,27.948,0.000
"unabhängige Erweiterung",28.950,2,0,27.948,0.000
"Fassung der Bsd",28.950,2,0,27.948,0.000
"Finanzmittel der Fsf",28.950,2,0,27.948,0.000
"Form der Gpl",28.950,2,0,27.948,0.000
"Formalismus der Freien Software",28.950,2,0,27.948,0.000
"weiter technischer Fortschritt",28.950,2,0,27.948,0.000
"Floss-manual Foundation",28.950,2,0,27.948,0.000
"Software Foundation",28.950,2,0,27.948,0.000
"Frage der Systemstabilität",28.950,2,0,27.948,0.000
"ernsthafte Fraktur",28.950,2,0,27.948,0.000
"Freigabe der Änderungen",28.950,2,0,27.948,0.000
"Freigabe des Quellcodes",28.950,2,0,27.948,0.000
"Freiheit Bedeutsamen Ziels",28.950,2,0,27.948,0.000
"Gruppe Freiheit",28.950,2,0,27.948,0.000
"andere wesentliche Freiheit",28.950,2,0,27.948,0.000
"implizierte Freiheit",28.950,2,0,27.948,0.000
"wahrgenommene Freiheit",28.950,2,0,27.948,0.000
"Werkderivate Funktion",28.950,2,0,27.948,0.000
"Funktionsweise eines Programms",28.950,2,0,27.948,0.000
"Förderer des Bewusstseins",28.950,2,0,27.948,0.000
"andere Gnu-lizenz",28.950,2,0,27.948,0.000
"offizielles Gnu-paket",28.950,2,0,27.948,0.000
"Programm Gnu-software",28.950,2,0,27.948,0.000
"Gpl V3",28.950,2,0,27.948,0.000
"Oss Gpl",28.950,2,0,27.948,0.000
"Projekt Gpl",28.950,2,0,27.948,0.000
"Wirtschaftslexikon Gabler",28.950,2,0,27.948,0.000
"Garantie der Unversehrtheit",28.950,2,0,27.948,0.000
"Gebrauch der Eigenen Software",28.950,2,0,27.948,0.000
"amoralischer Gebrauch",28.950,2,0,27.948,0.000
"Unternehmen Gebühr",28.950,2,0,27.948,0.000
"Geschichte der Oss",28.950,2,0,27.948,0.000
"Geschäftsmodell der Lizenzierung",28.950,2,0,27.948,0.000
"Richard Glass",28.950,2,0,27.948,0.000
"Robert Glass",28.950,2,0,27.948,0.000
"Glaube der Freien Software",28.950,2,0,27.948,0.000
"Gnade des Herstellers",28.950,2,0,27.948,0.000
"Wilfried Grommen",28.950,2,0,27.948,0.000
"Rechtsliche Grundlage",28.950,2,0,27.948,0.000
"Gründer der Fsf",28.950,2,0,27.948,0.000
"Gründung des Gnu-projekts",28.950,2,0,27.948,0.000
"errungenes geistiges Gut",28.950,2,0,27.948,0.000
"verknapptes Gut",28.950,2,0,27.948,0.000
"unveränderter Haftungsausschluss",28.950,2,0,27.948,0.000
"Webdesigner Handbuch",28.950,2,0,27.948,0.000
"Hardwareunterstützung Freier Betriebssysteme",28.950,2,0,27.948,0.000
"Hauptaufgabe der Fsf",28.950,2,0,27.948,0.000
"Herausgeber Proprietärer Software",28.950,2,0,27.948,0.000
"globale Hilfsbereitschaft",28.950,2,0,27.948,0.000
"Mako Hill",28.950,2,0,27.948,0.000
"entfachte Idee",28.950,2,0,27.948,0.000
"Initiative Freier Software",28.950,2,0,27.948,0.000
"weite Inkompatibilität",28.950,2,0,27.948,0.000
"Instrument Ungerechter Macht",28.950,2,0,27.948,0.000
"Instrument des Positiven Sozialen Wandels",28.950,2,0,27.948,0.000
"Ogg-freundliche Internetseite",28.950,2,0,27.948,0.000
"Interpretation des Copylefts",28.950,2,0,27.948,0.000
"starke Interpretation",28.950,2,0,27.948,0.000
"California Irvine",28.950,2,0,27.948,0.000
"Arbeit Kapital",28.950,2,0,27.948,0.000
"ganzes wissenschaftliches Kapitel",28.950,2,0,27.948,0.000
"wissenschaftliches Kapitel",28.950,2,0,27.948,0.000
"Christopher Kelty",28.950,2,0,27.948,0.000
"Kernarbeit der Freien-software-bewegung",28.950,2,0,27.948,0.000
"proprietärer Kernel",28.950,2,0,27.948,0.000
"geringfügige Klarstellung",28.950,2,0,27.948,0.000
"weite geringfügige Klarstellung",28.950,2,0,27.948,0.000
"alternative Kompromissbezeichnung",28.950,2,0,27.948,0.000
"jetzige Kompromissebene",28.950,2,0,27.948,0.000
"softwarebezogene Konferenz",28.950,2,0,27.948,0.000
"andauernder innerer Konflikt",28.950,2,0,27.948,0.000
"Koordination Freier Software",28.950,2,0,27.948,0.000
"Wsis Koordinierungskreis",28.950,2,0,27.948,0.000
"Kopie eines Programms",28.950,2,0,27.948,0.000
"Kopie eines Proprietären Programms",28.950,2,0,27.948,0.000
"autorisierte Kopie",28.950,2,0,27.948,0.000
"gebrachte Kopie",28.950,2,0,27.948,0.000
"unautorisierte Kopie",28.950,2,0,27.948,0.000
"alleiniges Kopieren",28.950,2,0,27.948,0.000
"Kriterium Freier Software",28.950,2,0,27.948,0.000
"Vergleich Kriterium",28.950,2,0,27.948,0.000
"Gpl Lgpl",28.950,2,0,27.948,0.000
"Leistungsfähigkeit des Internets",28.950,2,0,27.948,0.000
"Gnu Lesser",28.950,2,0,27.948,0.000
"Distrubution License",28.950,2,0,27.948,0.000
"Software Licensing",28.950,2,0,27.948,0.000
"proprietärer Linux-netzwerkkartentreiber",28.950,2,0,27.948,0.000
"Lizenz der Gnu-software",28.950,2,0,27.948,0.000
"OSI-anerkannte Lizenz",28.950,2,0,27.948,0.000
"angepasste Lizenz",28.950,2,0,27.948,0.000
"beruhende Lizenz",28.950,2,0,27.948,0.000
"geregelte Lizenz",28.950,2,0,27.948,0.000
"häufige genutzte Lizenz",28.950,2,0,27.948,0.000
"verbreitete Lizenz",28.950,2,0,27.948,0.000
"virale Lizenz",28.950,2,0,27.948,0.000
"vorteilhafte Lizenz",28.950,2,0,27.948,0.000
"anderer Lizenzarten",28.950,2,0,27.948,0.000
"Unmittelbare Lizenzerteilung",28.950,2,0,27.948,0.000
"Lizenzierung der Zugriffe",28.950,2,0,27.948,0.000
"verständlicher Lizenztext",28.950,2,0,27.948,0.000
"individuelle Lizenzvereinbarung",28.950,2,0,27.948,0.000
"nachträgliche Lizenzänderung",28.950,2,0,27.948,0.000
"weite Lobbyarbeit",28.950,2,0,27.948,0.000
"Bsd Mpl",28.950,2,0,27.948,0.000
"Software Marco",28.950,2,0,27.948,0.000
"übliches Marktgeschehen",28.950,2,0,27.948,0.000
"David Mcgowan",28.950,2,0,27.948,0.000
"Mehrheit der Osi-anerkannten Lizenzen",28.950,2,0,27.948,0.000
"Associate Membership",28.950,2,0,27.948,0.000
"detaillierte Metrik",28.950,2,0,27.948,0.000
"finanzierbarer Mikrocomputer",28.950,2,0,27.948,0.000
"gleicher Mikroprozessor",28.950,2,0,27.948,0.000
"Mitglied der Freie-software-gemeinschaft",28.950,2,0,27.948,0.000
"Modifikation des Quellcodes",28.950,2,0,27.948,0.000
"eigene Modifikation",28.950,2,0,27.948,0.000
"einschränkende Modifikation",28.950,2,0,27.948,0.000
"jeweilige Modifikation",28.950,2,0,27.948,0.000
"lizenzierter Modul",28.950,2,0,27.948,0.000
"lizenzierter vorhandener Modul",28.950,2,0,27.948,0.000
"Monopolstellung Proprietärer Anbieter",28.950,2,0,27.948,0.000
"Möglichkeit der Freigabe",28.950,2,0,27.948,0.000
"Nachahmung Technischer Lösungsansätze",28.950,2,0,27.948,0.000
"Nachteil des Proprietären Betriebssystems",28.950,2,0,27.948,0.000
"Name der Modifizierten Version",28.950,2,0,27.948,0.000
"Name des Originalprogramms",28.950,2,0,27.948,0.000
"Nebenprodukt des Technologischen Wandels",28.950,2,0,27.948,0.000
"Neutralität der Weitergabe",28.950,2,0,27.948,0.000
"Nbs Northern",28.950,2,0,27.948,0.000
"inhärente Notwendigkeit",28.950,2,0,27.948,0.000
"moralische Notwendigkeit",28.950,2,0,27.948,0.000
"Nutzung eines Programms",28.950,2,0,27.948,0.000
"gebundene Nutzung",28.950,2,0,27.948,0.000
"Nutzungsbedingung des Programms",28.950,2,0,27.948,0.000
"vorgesehene Nutzungsbeschränkung",28.950,2,0,27.948,0.000
"verschiedener Os",28.950,2,0,27.948,0.000
"Land Oss",28.950,2,0,27.948,0.000
"verfügbares Oss",28.950,2,0,27.948,0.000
"Offenlegung der Modifikationen",28.950,2,0,27.948,0.000
"selbsternanntes Open-source-programm",28.950,2,0,27.948,0.000
"Begriff Open-source-software",28.950,2,0,27.948,0.000
"sämtliche Open-source-software",28.950,2,0,27.948,0.000
"jeweilige Opposition",28.950,2,0,27.948,0.000
"Pflicht der Fehlerbeseitigung",28.950,2,0,27.948,0.000
"Philosophie der Bewegung",28.950,2,0,27.948,0.000
"apolitische Philosophie",28.950,2,0,27.948,0.000
"Position der Freien-software-bewegung",28.950,2,0,27.948,0.000
"Praxis der Freien Digitalen Welt",28.950,2,0,27.948,0.000
"Prinzip einer Wissenschaftlichen Zusammenarbeit",28.950,2,0,27.948,0.000
"selektives Privilegium",28.950,2,0,27.948,0.000
"subtiles Problem",28.950,2,0,27.948,0.000
"verschiedenes praktisches Problem",28.950,2,0,27.948,0.000
"Produktneutralität der Lizenz",28.950,2,0,27.948,0.000
"deutliche Profitspanne",28.950,2,0,27.948,0.000
"Patron Programm",28.950,2,0,27.948,0.000
"binäres ausführbares Programm",28.950,2,0,27.948,0.000
"Programmieren Alternativer Software",28.950,2,0,27.948,0.000
"Programmierer Freier Software",28.950,2,0,27.948,0.000
"gewissenhafter Programmierer",28.950,2,0,27.948,0.000
"einsetzbare Programmversion",28.950,2,0,27.948,0.000
"Gnu Projekt",28.950,2,0,27.948,0.000
"Projekt der Fsf",28.950,2,0,27.948,0.000
"proprietäres Projekt",28.950,2,0,27.948,0.000
"Quellcode der Ursprungssoftware",28.950,2,0,27.948,0.000
"hinzuzufügender Quellcode",28.950,2,0,27.948,0.000
"originärer Quellcode",28.950,2,0,27.948,0.000
"-- Quelle",28.950,2,0,27.948,0.000
"Recht des Ursprünglichen Entwicklers",28.950,2,0,27.948,0.000
"Arbeitsgruppe Rechtsrahmen",28.950,2,0,27.948,0.000
"Rechtsrahmen des Cloud",28.950,2,0,27.948,0.000
"etablierte Reform",28.950,2,0,27.948,0.000
"explizite Registrierung",28.950,2,0,27.948,0.000
"Rentabilität Freier Software",28.950,2,0,27.948,0.000
"Ag Spak",28.950,2,0,27.948,0.000
"Schaffung der Neuen Version",28.950,2,0,27.948,0.000
"Schlussfolgerung des Punktes",28.950,2,0,27.948,0.000
"Frau Schmidt--löffler",28.950,2,0,27.948,0.000
"generelle Schnittstellenfreigabe",28.950,2,0,27.948,0.000
"Seite der Fraktur",28.950,2,0,27.948,0.000
"Service Filiale",28.950,2,0,27.948,0.000
"offener Service",28.950,2,0,27.948,0.000
"Sichtweise der Entwickler",28.950,2,0,27.948,0.000
"Sinn der Maßnahmen",28.950,2,0,27.948,0.000
"externer Software-angriff",28.950,2,0,27.948,0.000
"eigene Software-verbesserung",28.950,2,0,27.948,0.000
"proprietäre Software-welt",28.950,2,0,27.948,0.000
"Freiheitsgewährend Software",28.950,2,0,27.948,0.000
"Freiheitsgewährende Software",28.950,2,0,27.948,0.000
"Libre Software",28.950,2,0,27.948,0.000
"Software der Öffentlichkeit",28.950,2,0,27.948,0.000
"Software des Gnu-projekts",28.950,2,0,27.948,0.000
"Source Software",28.950,2,0,27.948,0.000
"abgeleitete Software",28.950,2,0,27.948,0.000
"freiheitsentziehende Software",28.950,2,0,27.948,0.000
"freizügige Software",28.950,2,0,27.948,0.000
"restliche Software",28.950,2,0,27.948,0.000
"verfügbare freie Software",28.950,2,0,27.948,0.000
"weitergegebene Software",28.950,2,0,27.948,0.000
"zugreifende Software",28.950,2,0,27.948,0.000
"quelloffene Softwareentwicklung",28.950,2,0,27.948,0.000
"freie Softwaregemeinschaft",28.950,2,0,27.948,0.000
"gleiche Softwarekategorie",28.950,2,0,27.948,0.000
"verschiedene Softwarekategorie",28.950,2,0,27.948,0.000
"bestimmte Softwarelizenz",28.950,2,0,27.948,0.000
"verschiedene freie Softwarelizenz",28.950,2,0,27.948,0.000
"vorhandene freie Softwarelizenz",28.950,2,0,27.948,0.000
"auftauchendes Softwarepatent",28.950,2,0,27.948,0.000
"einzelnes Softwareprogramm",28.950,2,0,27.948,0.000
"bereitgestellte Softwareversion",28.950,2,0,27.948,0.000
"Cygnus Solutions",28.950,2,0,27.948,0.000
"hanseatische Sparkassenakademie",28.950,2,0,27.948,0.000
"Richard Stallmann",28.950,2,0,27.948,0.000
"José State",28.950,2,0,27.948,0.000
"nichtstaatliche Stiftung",28.950,2,0,27.948,0.000
"Studieren der Arbeitsweise",28.950,2,0,27.948,0.000
"Studium der Funktionsweise",28.950,2,0,27.948,0.000
"Stärke des Vorhandenen Copylefts",28.950,2,0,27.948,0.000
"duplizierte Systemprogrammierung",28.950,2,0,27.948,0.000
"perverse Terminologie",28.950,2,0,27.948,0.000
"vorheriges Testen",28.950,2,0,27.948,0.000
"Themenbereich der Praktischen Wirtschaftsinformatik",28.950,2,0,27.948,0.000
"Ken Thompson",28.950,2,0,27.948,0.000
"Tod eines Autors",28.950,2,0,27.948,0.000
"Transformation des Quelltextes",28.950,2,0,27.948,0.000
"fehlende Treiberunterstützung",28.950,2,0,27.948,0.000
